"DOM"	"1006-RD"	"PLEASE SPECIFY DZUS OR BOLTS WHEN ORDERING"
"DOM"	"1006-WH"	"PLEASE SPECIFY DZUS OR BOLTS WHEN ORDERING"
"DOM"	"1006-BL"	"PLEASE SPECIFY DZUS OR BOLTS WHEN ORDERING"
"DOM"	"1006-BK"	"PLEASE SPECIFY DZUS OR BOLTS WHEN ORDERING"
"DOM"	"1006-YE"	"PLEASE SPECIFY DZUS OR BOLTS WHEN ORDERING"
"DOM"	"1006-OR"	"PLEASE SPECIFY DZUS OR BOLTS WHEN ORDERING"
"DOM"	"1006-XG"	"PLEASE SPECIFY DZUS OR BOLTS WHEN ORDERING"
"DOM"	"1006-PU"	"PLEASE SPECIFY DZUS OR BOLTS WHEN ORDERING"
"DOM"	"1006-GRY"	"PLEASE SPECIFY DZUS OR BOLTS WHEN ORDERING"
"DOM"	"1006-FLO-OR"	"PLEASE SPECIFY DZUS OR BOLTS WHEN ORDERING"
"DOM"	"1006-PK"	"PLEASE SPECIFY DZUS OR BOLTS WHEN ORDERING"
"DOM"	"1006"	"PLEASE SPECIFY DZUS OR BOLTS WHEN ORDERING"
"DOM"	"1007-RD"	"PLEASE SPECIFY DZUS OR BOLTS WHEN ORDERING"
"DOM"	"1007-WH"	"PLEASE SPECIFY DZUS OR BOLTS WHEN ORDERING"
"DOM"	"1007-BL"	"PLEASE SPECIFY DZUS OR BOLTS WHEN ORDERING"
"DOM"	"1007-BK"	"PLEASE SPECIFY DZUS OR BOLTS WHEN ORDERING"
"DOM"	"1007-YE"	"PLEASE SPECIFY DZUS OR BOLTS WHEN ORDERING"
"DOM"	"1007-OR"	"PLEASE SPECIFY DZUS OR BOLTS WHEN ORDERING"
"DOM"	"1007-XG"	"PLEASE SPECIFY DZUS OR BOLTS WHEN ORDERING"
"DOM"	"1007-PU"	"PLEASE SPECIFY DZUS OR BOLTS WHEN ORDERING"
"DOM"	"1007-GRY"	"PLEASE SPECIFY DZUS OR BOLTS WHEN ORDERING"
"DOM"	"1007-FLO-OR"	"PLEASE SPECIFY DZUS OR BOLTS WHEN ORDERING"
"DOM"	"1007-PK"	"PLEASE SPECIFY DZUS OR BOLTS WHEN ORDERING"
"DOM"	"1007"	"PLEASE SPECIFY DZUS OR BOLTS WHEN ORDERING"
"DOM"	"1012-RD"	"PLEASE SPECIFY DZUS OR BOLTS WHEN ORDERING"
"DOM"	"1012-WH"	"PLEASE SPECIFY DZUS OR BOLTS WHEN ORDERING"
"DOM"	"1012-BL"	"PLEASE SPECIFY DZUS OR BOLTS WHEN ORDERING"
"DOM"	"1012-BK"	"PLEASE SPECIFY DZUS OR BOLTS WHEN ORDERING"
"DOM"	"1012-YE"	"PLEASE SPECIFY DZUS OR BOLTS WHEN ORDERING"
"DOM"	"1012-OR"	"PLEASE SPECIFY DZUS OR BOLTS WHEN ORDERING"
"DOM"	"1012-XG"	"PLEASE SPECIFY DZUS OR BOLTS WHEN ORDERING"
"DOM"	"1012-PU"	"PLEASE SPECIFY DZUS OR BOLTS WHEN ORDERING"
"DOM"	"1012-GRY"	"PLEASE SPECIFY DZUS OR BOLTS WHEN ORDERING"
"DOM"	"1012-FLO-YE"	"PLEASE SPECIFY DZUS OR BOLTS WHEN ORDERING"
"DOM"	"1012-PK"	"PLEASE SPECIFY DZUS OR BOLTS WHEN ORDERING"
"DOM"	"1012"	"PLEASE SPECIFY DZUS OR BOLTS WHEN ORDERING"
"DOM"	"1013-RD"	"PLEASE SPECIFY DZUS OR BOLTS WHEN ORDERING"
"DOM"	"1013-WH"	"PLEASE SPECIFY DZUS OR BOLTS WHEN ORDERING"
"DOM"	"1013-BL"	"PLEASE SPECIFY DZUS OR BOLTS WHEN ORDERING"
"DOM"	"1013-BK"	"PLEASE SPECIFY DZUS OR BOLTS WHEN ORDERING"
"DOM"	"1013-YE"	"PLEASE SPECIFY DZUS OR BOLTS WHEN ORDERING"
"DOM"	"1013-OR"	"PLEASE SPECIFY DZUS OR BOLTS WHEN ORDERING"
"DOM"	"1013-XG"	"PLEASE SPECIFY DZUS OR BOLTS WHEN ORDERING"
"DOM"	"1013-PU"	"PLEASE SPECIFY DZUS OR BOLTS WHEN ORDERING"
"DOM"	"1013-GRY"	"PLEASE SPECIFY DZUS OR BOLTS WHEN ORDERING"
"DOM"	"1013-FLO-YE"	"PLEASE SPECIFY DZUS OR BOLTS WHEN ORDERING"
"DOM"	"1013-PK"	"PLEASE SPECIFY DZUS OR BOLTS WHEN ORDERING"
"DOM"	"1013"	"PLEASE SPECIFY DZUS OR BOLTS WHEN ORDERING"
